2020-03-05 00:00:01.902054+00:00,all other,7225,reviewed:commented,530
2020-03-05 00:00:01.902054+00:00,all other,6725,"milestone:Assessed, reviewed:approved",273
2020-03-05 00:00:01.902054+00:00,all other,6518,"milestone:Assessed, reviewed:approved",624
2020-03-05 00:00:01.902054+00:00,all other,6516,"branch: 1.1.1, branch: master, milestone:Assessed, ",624
2020-03-05 00:00:01.902054+00:00,all other,6448,"milestone:Assessed, ",131
2020-03-05 00:00:01.902054+00:00,all other,6219,"milestone:Assessed, reviewed:approved",662
2020-03-05 00:00:01.902054+00:00,all other,5860,"branch: 1.1.1, branch: master, milestone:Assessed, reviewed:commented",195
2020-03-05 00:00:01.902054+00:00,all other,5427,"branch: master, milestone:Assessed, reviewed:commented",424
2020-03-05 00:00:01.902054+00:00,all other,4487,"milestone:Assessed, ",601
2020-03-05 00:00:01.902054+00:00,all other,4486,"milestone:Assessed, ",601
2020-03-05 00:00:01.902054+00:00,cla required,10925,"hold: cla required, ",42
2020-03-05 00:00:01.902054+00:00,cla required,10905,"branch: 1.1.1, branch: master, hold: cla required, ",44
2020-03-05 00:00:01.902054+00:00,cla required,10757,"hold: cla required, ",60
2020-03-05 00:00:01.902054+00:00,cla required,10616,"hold: cla required, ",62
2020-03-05 00:00:01.902054+00:00,cla required,10539,"approval: review pending, branch: 1.1.1, branch: master, hold: cla required, reviewed:approved",96
2020-03-05 00:00:01.902054+00:00,cla required,10451,"hold: cla required, ",110
2020-03-05 00:00:01.902054+00:00,cla required,10231,"hold: cla required, ",135
2020-03-05 00:00:01.902054+00:00,cla required,9527,"hold: cla required, reviewed:commented",188
2020-03-05 00:00:01.902054+00:00,cla required,9237,"hold: cla required, reviewed:approved",253
2020-03-05 00:00:01.902054+00:00,cla required,9045,"branch: 1.1.1, branch: master, hold: cla required, reviewed:approved",257
2020-03-05 00:00:01.902054+00:00,cla required,8535,"branch: master, hold: cla required, reviewed:commented",120
2020-03-05 00:00:01.902054+00:00,cla required,8410,"hold: cla required, ",365
2020-03-05 00:00:01.902054+00:00,cla required,8115,"hold: cla required, reviewed:commented",397
2020-03-05 00:00:01.902054+00:00,cla required,8089,"hold: cla required, ",404
2020-03-05 00:00:01.902054+00:00,cla required,8031,"hold: cla required, reviewed:changes_requested",413
2020-03-05 00:00:01.902054+00:00,cla required,8015,"hold: cla required, ",409
2020-03-05 00:00:01.902054+00:00,cla required,7752,"hold: cla required, ",453
2020-03-05 00:00:01.902054+00:00,cla required,7709,"hold: cla required, ",343
2020-03-05 00:00:01.902054+00:00,cla required,7629,"branch: 1.1.1, branch: master, hold: cla required, reviewed:approved",153
2020-03-05 00:00:01.902054+00:00,cla required,7627,"hold: cla required, ",476
2020-03-05 00:00:01.902054+00:00,cla required,7238,"hold: cla required, reviewed:commented",480
2020-03-05 00:00:01.902054+00:00,cla required,6932,"hold: cla required, milestone:Assessed, ",569
2020-03-05 00:00:01.902054+00:00,cla required,6356,"hold: cla required, milestone:Assessed, reviewed:commented",647
2020-03-05 00:00:01.902054+00:00,cla required,6279,"hold: cla required, milestone:Assessed, reviewed:commented",516
2020-03-05 00:00:01.902054+00:00,cla required,5221,"hold: cla required, milestone:Assessed, reviewed:commented",616
2020-03-05 00:00:01.902054+00:00,cla required,4612,"hold: cla required, milestone:Assessed, reviewed:commented",668
2020-03-05 00:00:01.902054+00:00,cla required,4338,"hold: cla required, milestone:Assessed, ",131
2020-03-05 00:00:01.902054+00:00,cla required,3969,"hold: cla required, milestone:Assessed, reviewed:dismissed",131
2020-03-05 00:00:01.902054+00:00,cla required,3353,"hold: cla required, milestone:Assessed, ",1010
2020-03-05 00:00:01.902054+00:00,waiting for reporter,10787,"branch: master, reviewed:changes_requested",55
2020-03-05 00:00:01.902054+00:00,waiting for reporter,10724,reviewed:changes_requested,49
2020-03-05 00:00:01.902054+00:00,waiting for reporter,10590,reviewed:changes_requested,58
2020-03-05 00:00:01.902054+00:00,waiting for reporter,9575,reviewed:changes_requested,205
2020-03-05 00:00:01.902054+00:00,waiting for reporter,9461,reviewed:changes_requested,218
2020-03-05 00:00:01.902054+00:00,waiting for reporter,9427,reviewed:changes_requested,225
2020-03-05 00:00:01.902054+00:00,waiting for reporter,9243,reviewed:changes_requested,227
2020-03-05 00:00:01.902054+00:00,waiting for reporter,9240,reviewed:changes_requested,252
2020-03-05 00:00:01.902054+00:00,waiting for reporter,8992,reviewed:changes_requested,169
